QuestionId,QuestionTitle,QuestionBody,QuestionTags,AnswerId,AnswerBody
"17098860","When does WCF service call it's constructor?","<p>I have a default configuration service (I believe this is per session). I am slightly confused about the WCF initialization policy. I've read a lot of suggestions towards not using constructors to begin with, but in my case, it seems like the intuitive to do along with changing to per-request mode from per-session.</p>

<p>Basically I have information passed in the HTTP headers that is required in all of the public interface methods, so it makes sense to parse them in a single method that's executed. Then again, I keep hoping that there's actually a better way to do this as I want to use the per-session model.</p>

<p>How can I execute such header parsing code before the actual methods? Furthermore, lets say I manage to do it - is there a way to disable this sort of behavior on a single method?</p>

<p>[edit] Also, say it works on per-session basis. Can I trust that the same initialization, when called again by a client, is serving the same client (I assume this is what per-session means, but security is important in my service so I'd rather be sure).</p>
","<wcf><constructor><behavior><requirements>","17144756","<p>Implement IClientMessageInspector interface to send your custom authentication info with each call. Then implement IDispatchMessageInspector to validate the headers on the service side. Here you can find more about <a href=""http://msdn.microsoft.com/en-us/library/aa717047.aspx"" rel=""nofollow"">message inspectors in WCF</a>.</p>

<p>Message inpectors should also contain operation info so you can use it to allow anonymous access to some service methods.</p>

<p>Personally I'd validate security data on each call even if you use per-session instance mode. It seems more rebust for me as it's easier to implement and mantain, as long as your authentication mechanism doesn't take much time.</p>

<p>You are right the same service object is used for a session.</p>

<p>Hope it helps!</p>
"
"17050799","How to check PCNTL module exists","<p>I write simple requirements checking script. It checks all required PHP modules installed. I need to check if pcntl is installed. But this module is accessible only in cgi environment and invisible for web queries. extension_loaded('pcntl') and function_exists('pcntl_fork') both return false. How can I perform this check?</p>
","<php><requirements><pcntl>","17054307","<p>Create a file called cli_supports.php</p>

<pre><code>  &lt;?php
  $supports = array();
  if (function_exists(""pcntl_fork"")) $supports[] = ""pcntl"";
  echo implode("","", $supports);
  ?&gt;
</code></pre>

<p>Then from your feature detection scripts do.</p>

<pre><code>  $cli_features = explode("","", shell_exec(""/usr/local/bin/php "".escapeshellarg(_DIR_.""/cli_supports.php"")));
</code></pre>
"
"17050799","How to check PCNTL module exists","<p>I write simple requirements checking script. It checks all required PHP modules installed. I need to check if pcntl is installed. But this module is accessible only in cgi environment and invisible for web queries. extension_loaded('pcntl') and function_exists('pcntl_fork') both return false. How can I perform this check?</p>
","<php><requirements><pcntl>","22028588","<p>If you're sure it's supported (or shared object exists) then check your php.ini and make sure it's loaded as an extension.</p>

<p><code>extension_loaded()</code> should work (and what I prefer over <code>function_exists()</code>), and the only reason I can imagine it wouldn't is you not loading the shared object.</p>
"
"17050799","How to check PCNTL module exists","<p>I write simple requirements checking script. It checks all required PHP modules installed. I need to check if pcntl is installed. But this module is accessible only in cgi environment and invisible for web queries. extension_loaded('pcntl') and function_exists('pcntl_fork') both return false. How can I perform this check?</p>
","<php><requirements><pcntl>","24694745","<p>If it is installed, the code bellow returns <code>true</code></p>

<pre><code>var_dump (extension_loaded('pcntl'));
</code></pre>
"
"17050799","How to check PCNTL module exists","<p>I write simple requirements checking script. It checks all required PHP modules installed. I need to check if pcntl is installed. But this module is accessible only in cgi environment and invisible for web queries. extension_loaded('pcntl') and function_exists('pcntl_fork') both return false. How can I perform this check?</p>
","<php><requirements><pcntl>","53058073","<p>Running <code>php -i | grep pcntl</code> will return the following if pcntl is enabled. </p>

<pre><code>pcntl
</code></pre>

<p><code>pcntl support =&gt; enabled</code></p>
"
"17002422","Different meaning of stakeholders in Scrum. Is a dev team a stakeholder?","<p>Generally, I have learned that stakeholders (in general) are parties interested in the project - development team, testing team, QA team, management, customer (of course) etc.
But now in Scrum, it says that the stakeholders are the ones who validate the product and the product is done for them, based on their needs. That would imply it means just the customer. Is it right or I misunderstood, is a development team really a stakeholder?</p>

<p><a href=""http://www.scrumalliance.org/articles/21-contracts-for-implementing-scrum"" rel=""noreferrer"">http://www.scrumalliance.org/articles/21-contracts-for-implementing-scrum</a></p>

<blockquote>
  <p>Stakeholders are parties with an interest in the product being
  developed and/or the Scrum process. They might include <strong>suppliers</strong>,
  customers, the business owner, <strong>subject matter experts</strong>, or <strong>product
  support</strong>.</p>
</blockquote>

<p><a href=""http://thescrumblog.blogspot.cz/2011/04/stakeholders-and-feedback-in-scrum.html"" rel=""noreferrer"">http://thescrumblog.blogspot.cz/2011/04/stakeholders-and-feedback-in-scrum.html</a></p>

<pre><code>The Scrum Team:
A lot of people forget that the Scrum team is a major stakeholder for the project
</code></pre>
","<project-management><scrum><requirements>","17004665","<p>Frankly I believe you to be misunderstood as you have mangled multiple Scrum roles into your definition of a ""stakeholder"".</p>

<p>The classic definition of Stakeholders is that they are people with legitimate interests in the project. Stakeholders are NOT always product owners and they should not be confused with a Product Owners role in Scrum.</p>

<p>The product owner, helps define the backlog of the scrum team, sets priorities of units of work and communicates progress to ""stake holders"". These units of work are first ""validated"" with the Product Owner, and usually again in a sprint ending demo / wrap up of the iterations work to ""stakeholders"". </p>

<p>Customers or users are who your're building software for. They can also be considered ""stakeholders"" however I would not do so. I personally like to keep a clear line drawn between stakeholders of the project ""support / sales / business executives / etc"" and ""customers / users"".</p>

<p>If your just getting into Scrum i would highly recommend the following book:</p>

<ul>
<li><a href=""http://www.amazon.ca/User-Stories-Applied-Software-Development/dp/0321205685"" rel=""nofollow"">http://www.amazon.ca/User-Stories-Applied-Software-Development/dp/0321205685</a></li>
</ul>
"
"17002422","Different meaning of stakeholders in Scrum. Is a dev team a stakeholder?","<p>Generally, I have learned that stakeholders (in general) are parties interested in the project - development team, testing team, QA team, management, customer (of course) etc.
But now in Scrum, it says that the stakeholders are the ones who validate the product and the product is done for them, based on their needs. That would imply it means just the customer. Is it right or I misunderstood, is a development team really a stakeholder?</p>

<p><a href=""http://www.scrumalliance.org/articles/21-contracts-for-implementing-scrum"" rel=""noreferrer"">http://www.scrumalliance.org/articles/21-contracts-for-implementing-scrum</a></p>

<blockquote>
  <p>Stakeholders are parties with an interest in the product being
  developed and/or the Scrum process. They might include <strong>suppliers</strong>,
  customers, the business owner, <strong>subject matter experts</strong>, or <strong>product
  support</strong>.</p>
</blockquote>

<p><a href=""http://thescrumblog.blogspot.cz/2011/04/stakeholders-and-feedback-in-scrum.html"" rel=""noreferrer"">http://thescrumblog.blogspot.cz/2011/04/stakeholders-and-feedback-in-scrum.html</a></p>

<pre><code>The Scrum Team:
A lot of people forget that the Scrum team is a major stakeholder for the project
</code></pre>
","<project-management><scrum><requirements>","17011746","<p>Well,</p>

<p><strong>Tecnically Scrum Development Team is part of stakeholders</strong> : like Product Owner or the guy(s) who pay(s) for the project.[ the boss, investors etc]</p>

<p>But the <strong>Real Criteria For identifying a StakeHolder</strong> is: [ with the danger of over simplification of ""happy"" and ""sad"" terms ]</p>

<blockquote>
  <p>If the project is not succedded who will be ""hurt""?  Or if project is
  succedded, who will be ""happy""?</p>
</blockquote>

<p>So even end users are stakeholders. :-)</p>

<p>And if investors really does not care success of project [ can such investors exist? well humans are irrational and yes they may exist because of some politics], they are just ""stakeholders"" on paper not in real.</p>
"
"17002422","Different meaning of stakeholders in Scrum. Is a dev team a stakeholder?","<p>Generally, I have learned that stakeholders (in general) are parties interested in the project - development team, testing team, QA team, management, customer (of course) etc.
But now in Scrum, it says that the stakeholders are the ones who validate the product and the product is done for them, based on their needs. That would imply it means just the customer. Is it right or I misunderstood, is a development team really a stakeholder?</p>

<p><a href=""http://www.scrumalliance.org/articles/21-contracts-for-implementing-scrum"" rel=""noreferrer"">http://www.scrumalliance.org/articles/21-contracts-for-implementing-scrum</a></p>

<blockquote>
  <p>Stakeholders are parties with an interest in the product being
  developed and/or the Scrum process. They might include <strong>suppliers</strong>,
  customers, the business owner, <strong>subject matter experts</strong>, or <strong>product
  support</strong>.</p>
</blockquote>

<p><a href=""http://thescrumblog.blogspot.cz/2011/04/stakeholders-and-feedback-in-scrum.html"" rel=""noreferrer"">http://thescrumblog.blogspot.cz/2011/04/stakeholders-and-feedback-in-scrum.html</a></p>

<pre><code>The Scrum Team:
A lot of people forget that the Scrum team is a major stakeholder for the project
</code></pre>
","<project-management><scrum><requirements>","17141676","<p>The definitive guide to Scrum is the Scrum Study Guide. It does not define stakeholders, even though it does use the term stakeholders 4 times in the document.</p>

<p><strong>Scrum Study Guide -</strong> <a href=""http://www.scrum.org/Portals/0/Documents/Scrum%20Guides/Scrum_Guide.pdf"" rel=""nofollow"">http://www.scrum.org/Portals/0/Documents/Scrum%20Guides/Scrum_Guide.pdf</a> </p>

<p>Generally however, a stakeholder is anyone with an interest in the project. This can include investors/board, management, end users, development and anyone else who is either funding, using or building the product.</p>
"
"16843908","Symfony2 - force use to complete required action","<p>There are business cases where specific actions or requests 'must' be followed by a finishing action or request.</p>

<p>An example we are all familiar with is the requirement to log-in to access secure areas.</p>

<p>This may include cases where a certain event or problem has occurred and must be immediately addressed.  This would be enforced by the entire system redirecting a user to a page, and only a specific set of continuation requests are allowed.</p>

<p>Now I do know ways to implement this in Symfony2 (add request listeners and redirect when required), however, currently I do not have a full grasp of the best practice to do this, my main concern is how to safely specify which actions count as valid continuations.</p>

<p>What I am looking for is either a) the best methodology to deal with this, or b) details on any existing bundles or features already built into Symfony2 that are designed to do this.</p>

<p>I am a bit worried that I may have answered by own question when I mentioned the log-in system, however I have yet to study the internal workings of Symfony2's Security Bundle to determine whether the code is reusable.</p>
","<redirect><symfony><action><requirements>","16846887","<p>When a request ends another come just after, right ? Instead of doing things at the end of the request you could do stuff at the beginning of the other request. Then you can check if the user can access application, etc ... see security documentation. Does it help ?</p>

<p>Generally doing stuff at the end of the request is not a common practice, but you can (see <code>terminate</code> event), Symfony2 uses this event to send emails.</p>
"
"16773040","Meteor requirements (client and server)","<p>I'm evaluating using Meteor to develop in legacy systems.</p>

<p>What are Meteor app requirements to be executed in a browser?
(i.e. Internet Explorer, Firefox, Chrome, Webkit, Opera, versions?)</p>

<p>And, the same question applied to run it as an app server in an old machine with old O.S.
(i.e. Windows XP, Ubuntu 9.04, Fedora 8, and their subcomponents/requirements)</p>

<p>Thanks!</p>
","<browser><meteor><compatibility><legacy><requirements>","16784741","<p><strong>client:</strong></p>

<p>yes, most modern browsers will support and it degrades well (socksjs if no websockets)...  But there are a lot of client side dependencies you will probably use, eg: jquery, amplify, etc...</p>

<p>there is an extra package for IE redirect if not ""nice"" enough:
<a href=""https://atmosphere.meteor.com/package/redirect-ie-7-lower"" rel=""nofollow"">https://atmosphere.meteor.com/package/redirect-ie-7-lower</a></p>

<p><strong>server:</strong></p>

<p>not really on windows... they have makeshift support for it now.
I've had no issue on ubuntu (most recent 2 versions) nor osx (1 version old).  Meteror's dependencies are mostly abstracted by NodeJS.</p>
"
"16758540","how to write usecase specifcation?","<p>when usecase performed with 2 actors,for example usecase ""managment Request"" ,that run with Admin and user,and actors do diffrent jobs,for example,in this usecase,admin can ""edit Request"" and user could not ""edit reguest"".
how to write usecase specification in this usecase? in fact,could I given ""edit Request"" for alternative flow? </p>
","<requirements><use-case>","16770625","<p>In this case I think it's better to split them into two separate use cases each with a different actor as the use case is supposed to explain only one function of the system. You can though put the ""Manage Request"" as a parent use case for them both only in case ""Manage Request"" function has steps of its own. 
And it's not correct to add them as an alternative flow as it's used to show the different outcomes of the function that is resulted from different steps than the basic flow.</p>
"
"16614368","Software Testing vs Software Evaluation","<p>Can anyone clearly explain the difference between <strong>Software Testing</strong> and <strong>Software Evaluation</strong>?</p>

<p>I think I have pretty clear what Testing is, but I don't have that clear what Evaluation is, so can you please provide an example?</p>

<p>And finally, if I wanted to include a list of the previously defined requirements of the project, establishing whether each of them has been achieved, and in the case it's not been achieved, a discussion of why not... where does this fit?</p>
","<validation><testing><evaluation><requirements>","16616206","<p><strong>Software Evaluation</strong> is a widespread <em>relative term</em>. </p>

<p>According to <a href=""http://en.wikipedia.org/wiki/Evaluation"" rel=""nofollow"">Wikipedia</a>:</p>

<blockquote>
  <p><strong>Evaluation</strong> is a systematic determination of a subject's merit, worth
  and significance, using criteria governed by a set of standards. It
  can assist an organization to assess any aim, realisable
  concept/proposal, or any alternative, <strong>to help in decision-making</strong>; or
  to ascertain the degree of achievement or value in regard to the aim
  and objectives and results of any such action that has been completed.</p>
  
  <p>The <em>primary</em> purpose of evaluation, in addition to gaining insight into
  prior or existing initiatives, is to enable reflection and <strong>assist in
  the identification of future change</strong>.</p>
</blockquote>

<p>As you see, it's complex and related to <strong>business administration B.A</strong>.</p>

<p>I think you are looking for a <em>procedure model</em>, like <a href=""http://www.sei.cmu.edu/library/abstracts/reports/06tn026.cfm"" rel=""nofollow"">Quantitative Methods for Software Selection and Evaluation</a>. There's no standard model or guidelines for evaluation handling in software.</p>
"
"16614368","Software Testing vs Software Evaluation","<p>Can anyone clearly explain the difference between <strong>Software Testing</strong> and <strong>Software Evaluation</strong>?</p>

<p>I think I have pretty clear what Testing is, but I don't have that clear what Evaluation is, so can you please provide an example?</p>

<p>And finally, if I wanted to include a list of the previously defined requirements of the project, establishing whether each of them has been achieved, and in the case it's not been achieved, a discussion of why not... where does this fit?</p>
","<validation><testing><evaluation><requirements>","24553346","<p><strong>Software Testing:</strong> 
Software Testing is the Process of Executing a program instant of finding error.</p>

<p><strong>Software Evaluation:</strong> 
A software evaluation is a type of assessment that seeks to determine if software or a combination of software programs is the best possible fit for the needs of a given client.</p>
"
"16614368","Software Testing vs Software Evaluation","<p>Can anyone clearly explain the difference between <strong>Software Testing</strong> and <strong>Software Evaluation</strong>?</p>

<p>I think I have pretty clear what Testing is, but I don't have that clear what Evaluation is, so can you please provide an example?</p>

<p>And finally, if I wanted to include a list of the previously defined requirements of the project, establishing whether each of them has been achieved, and in the case it's not been achieved, a discussion of why not... where does this fit?</p>
","<validation><testing><evaluation><requirements>","24554890","<p>First of all, these terms are not related. Software testing is the process to make sure that the software that you are coding meets client's requirements and it is relatively free from bugs. Software evaluation on the other hand is to identify an already available software which might suit your need.</p>

<p>Assume your need is for a database compare tool. You have 2 options - either you create your own custom made software (or get some vendor to create one for you) or you can look to buy an off-the-shelf or ready-made tool. In case you are creating your own custom made tool, it would mean that it needs to be planned, designed, coded, tested and then implemented. This would involve a complete software development life-cycle. Here, testing comes into the picture.</p>

<p>If you choose to purchase an already developed tool, then you might look for different vendors to quote their projects, the tools capability. You might want to try out all of them to see which one is the best tool for you w.r.t. your need and pricing. This is software evaluation.</p>
"
"16614368","Software Testing vs Software Evaluation","<p>Can anyone clearly explain the difference between <strong>Software Testing</strong> and <strong>Software Evaluation</strong>?</p>

<p>I think I have pretty clear what Testing is, but I don't have that clear what Evaluation is, so can you please provide an example?</p>

<p>And finally, if I wanted to include a list of the previously defined requirements of the project, establishing whether each of them has been achieved, and in the case it's not been achieved, a discussion of why not... where does this fit?</p>
","<validation><testing><evaluation><requirements>","31400503","<p>Software Testing is a method of finding out whether a software is working as it should, e.g. giving correct output, working fast enough, handling expected loads, responding to user inputs properly.</p>

<p>Software Evaluation is a process of judging how well the Software’s original intended goals have been achieved.</p>

<p>Evaluation happens after the Software has been developed, and its users have used it long enough to become familiar with it and can use it effectively.</p>
"
"16481343","symfony2 routing requirements combining 2 parameters","<p>So I got this in my routing.yml:</p>

<pre><code>requirements:
    var1: \d+
    var2: \d+
</code></pre>

<p>Both are checked on their own and valid.
I need to check the combination of the 2, since the combination is not always valid.</p>

<p>For this case I need to check the relation between 2 objects in the database, the first should be the parent of the second.
I can do this in the controller, but I don't really like that implementation. Also, I need this same check for more than 1 route.</p>

<p>How would I add another requirement that checks the combination? Can I define a method in the controller class that would be called?</p>

<p>Or would the best solution be something like:</p>

<pre><code>public function indexAction($var1, $var2)
{
    $result = $this-&gt;checkRelation($var1, $var2);
    if ($result) {
        // return errorpage
        return $result;
    }

    // ... 
}
</code></pre>
","<symfony><routes><requirements><symfony-2.3>","16481913","<p>So as I understand your question, you want the following:</p>

<pre><code>/parent/child/        --&gt; returns 200
/not_parent/not_child --&gt; returns 404
</code></pre>

<p>The Symfony2 Routing component doesn't do this natively, but you could extend it.</p>

<p><a href=""http://symfony.com/doc/master/cmf/cookbook/using-a-custom-route-repository.html"" rel=""nofollow"">http://symfony.com/doc/master/cmf/cookbook/using-a-custom-route-repository.html</a></p>
"
"16481343","symfony2 routing requirements combining 2 parameters","<p>So I got this in my routing.yml:</p>

<pre><code>requirements:
    var1: \d+
    var2: \d+
</code></pre>

<p>Both are checked on their own and valid.
I need to check the combination of the 2, since the combination is not always valid.</p>

<p>For this case I need to check the relation between 2 objects in the database, the first should be the parent of the second.
I can do this in the controller, but I don't really like that implementation. Also, I need this same check for more than 1 route.</p>

<p>How would I add another requirement that checks the combination? Can I define a method in the controller class that would be called?</p>

<p>Or would the best solution be something like:</p>

<pre><code>public function indexAction($var1, $var2)
{
    $result = $this-&gt;checkRelation($var1, $var2);
    if ($result) {
        // return errorpage
        return $result;
    }

    // ... 
}
</code></pre>
","<symfony><routes><requirements><symfony-2.3>","16854731","<p>The final solution I went with was the following:</p>

<ul>
<li>add a method checkRelation that requires all parameters</li>
<li>run a query inside that method to check if everything is ok.</li>
<li>return false when there is a problem, return true when values are ok. (alternatively you can return an object or something)</li>
<li>in the action I check if the value is false, if so I return a generic ""not found"" page for the specific controller. </li>
</ul>

<p>In all this is very similar to what I posted in my initial question.</p>

<p>When using the same checkRelation in multiple controllers it might be a good idea to move it (partially) to a repository-class or something similar to prevent duplication of code/logic.</p>
"
"16475979","What is the difference between functional and non-functional requirements?","<p>What is the difference between <strong>functional</strong> and <strong>non-functional</strong> requirements in the context of designing a software system?</p>
<p>Give examples for each case.</p>
","<requirements><system-requirements>","16476014","<p><strong>A functional requirement describes <em>what</em> a software system should do, while non-functional requirements place constraints on <em>how</em> the system will do so.</strong></p>

<p>Let me elaborate.</p>

<p>An example of a <strong>functional requirement</strong> would be: </p>

<ul>
<li>A system must send an email whenever a certain condition is met (e.g. an order is placed, a customer signs up, etc).</li>
</ul>

<p>A related <strong>non-functional requirement</strong> for the system may be: </p>

<ul>
<li>Emails should be sent with a latency of no greater than 12 hours from such an activity.</li>
</ul>

<p>The functional requirement is <strong>describing the behavior of the system</strong> as it relates to the system's functionality. The non-functional requirement <strong>elaborates a performance characteristic</strong> of the system.</p>

<p>Typically non-functional requirements fall into areas such as:</p>

<ul>
<li>Accessibility</li>
<li>Capacity, current and forecast</li>
<li>Compliance</li>
<li>Documentation</li>
<li>Disaster recovery</li>
<li>Efficiency</li>
<li>Effectiveness</li>
<li>Extensibility</li>
<li>Fault tolerance</li>
<li>Interoperability</li>
<li>Maintainability</li>
<li>Privacy</li>
<li>Portability</li>
<li>Quality</li>
<li>Reliability</li>
<li>Resilience</li>
<li>Response time</li>
<li>Robustness</li>
<li>Scalability</li>
<li>Security</li>
<li>Stability</li>
<li>Supportability</li>
<li>Testability</li>
</ul>

<p>A more complete list is available at Wikipedia's entry for <a href=""https://en.wikipedia.org/wiki/Non-functional_requirement"" rel=""noreferrer"">non-functional requirements</a>.</p>

<p>Non-functional requirements are sometimes defined in terms of metrics (i.e. something that can be measured about the system) to make them more tangible. Non-functional requirements may also describe aspects of the system that don't relate to its execution, but rather to its evolution over time (e.g. maintainability, extensibility, documentation, etc.).</p>
"
"16475979","What is the difference between functional and non-functional requirements?","<p>What is the difference between <strong>functional</strong> and <strong>non-functional</strong> requirements in the context of designing a software system?</p>
<p>Give examples for each case.</p>
","<requirements><system-requirements>","16476093","<p>functional requirements are the main things that the user expects from the software for example if the application is a banking application that application should be able to create a new account, update the account, delete an account, etc. functional requirements are detailed and are specified in the system design </p>

<p>Non-functional requirement are not straight forward the requirement  of the system rather it is related to usability( in some way ) for example for a banking application a major non-functional requirement will be available the application should be available 24/7 with no downtime if possible. </p>
"
"16475979","What is the difference between functional and non-functional requirements?","<p>What is the difference between <strong>functional</strong> and <strong>non-functional</strong> requirements in the context of designing a software system?</p>
<p>Give examples for each case.</p>
","<requirements><system-requirements>","18717758","<p><strong>FUNCTIONAL REQUIREMENTS</strong>  the activities the system must perform</p>

<ul>
<li>business uses functions the users carry out</li>
<li>use cases
example if you are developing a payroll system required functions</li>
<li>generate  electronic fund transfers</li>
<li>calculation commission amounts</li>
<li>calculate payroll taxes</li>
<li>report tax deduction to the IRS</li>
</ul>
"
"16475979","What is the difference between functional and non-functional requirements?","<p>What is the difference between <strong>functional</strong> and <strong>non-functional</strong> requirements in the context of designing a software system?</p>
<p>Give examples for each case.</p>
","<requirements><system-requirements>","24384271","<p>I think <em>functional requirement</em> is from client to developer side that is regarding functionality to the user by the software and <em>non-functional requirement</em> is from developer to client i.e. the requirement is not given by client but it is provided by developer to run the system smoothly e.g. safety, security, flexibility, scalability, availability, etc.</p>
"
"16475979","What is the difference between functional and non-functional requirements?","<p>What is the difference between <strong>functional</strong> and <strong>non-functional</strong> requirements in the context of designing a software system?</p>
<p>Give examples for each case.</p>
","<requirements><system-requirements>","39246023","<h2>Functional requirements</h2>

<ol>
<li><p>Functional requirements specifies a function that a system or system component must be able to perform. It can be documented in various ways. The most common ones are written descriptions in documents, and use cases. </p></li>
<li><p>Use cases can be textual enumeration lists as well as diagrams, describing user actions. Each use case illustrates behavioural scenarios through one or more functional requirements. Often, though, an analyst will begin by eliciting a set of use cases, from which the analyst can derive the functional requirements that must be implemented to allow a user to perform each use case.</p></li>
<li><p>Functional requirements is what a system is <strong>supposed to accomplish</strong>. It may be </p>

<ul>
<li>Calculations </li>
<li>Technical details </li>
<li>Data manipulation</li>
<li>Data processing</li>
<li>Other specific functionality</li>
</ul></li>
<li><p>A typical functional requirement will contain a unique name and number, a brief summary, and a rationale. This information is used to help the reader understand why the requirement is needed, and to track the requirement through the development of the system.</p></li>
</ol>

<h2>Non-functional requirements</h2>

<p><a href=""https://stackoverflow.com/a/16476014/1045444"">LBushkin</a> have already explained more about Non-functional requirements. I will add more.</p>

<ol>
<li><p>Non-functional requirements are any other requirement than functional requirements. This are the requirements that specifies criteria that can be used to <strong>judge the operation of a system, rather than specific behaviours</strong>. </p></li>
<li><p>Non-functional requirements are in the form of <strong>""system shall be ""</strong>, an overall property of the system as a whole or of a particular aspect and not a specific function. The system's overall properties commonly mark the difference between whether the development project has succeeded or failed.</p></li>
<li><p>Non-functional requirements - can be divided into two main categories:</p>

<ul>
<li><strong>Execution qualities</strong>, such as security and usability, which are observable at run time.</li>
<li><strong>Evolution qualities</strong>, such as testability, maintainability, extensibility and scalability, which are embodied in the static structure of the software system.</li>
</ul></li>
<li>Non-functional requirements place restrictions on the
product being developed, the development process,
and specify external constraints that the product must
meet.</li>
<li>The <a href=""http://www.utdallas.edu/~chung/RE/IEEE830-1993.pdf"" rel=""noreferrer"">IEEE-Std 830 - 1993</a> lists 13 non-functional requirements to be included in a Software Requirements Document.</li>
</ol>

<blockquote>
  <ol>
  <li>Performance requirements</li>
  <li>Interface requirements</li>
  <li>Operational requirements</li>
  <li>Resource requirements</li>
  <li>Verification requirements</li>
  <li>Acceptance requirements</li>
  <li>Documentation requirements</li>
  <li>Security requirements</li>
  <li>Portability requirements</li>
  <li>Quality requirements</li>
  <li>Reliability requirements</li>
  <li>Maintainability requirements</li>
  <li>Safety requirements</li>
  </ol>
</blockquote>

<p>Whether or not a requirement is expressed as a functional or a non-functional requirement may depend:</p>

<ul>
<li>on the level of detail to be included in the requirements document</li>
<li>the degree of trust which exists between a system customer and a
system developer.</li>
</ul>

<p>Ex. A system may be required to present the user with a display of the number of records in a database. This is a functional requirement. How up-to-date [update] this number needs to be, is a non-functional requirement. If the number needs to be updated in real time, the system architects must ensure that the system is capable of updating the [displayed] record count within an acceptably short interval of the number of records changing.</p>

<p>References:</p>

<ol>
<li><a href=""https://en.wikipedia.org/wiki/Functional_requirement"" rel=""noreferrer"">Functional requirement</a></li>
<li><a href=""https://en.wikipedia.org/wiki/Non-functional_requirement"" rel=""noreferrer"">Non-functional requirement</a></li>
<li><a href=""http://www.idi.ntnu.no/grupper/su/fordypningsprosjekt-2005/eide-fordyp05.pdf"" rel=""noreferrer"">Quantification and Traceability of
Requirements</a></li>
</ol>
"
"16475979","What is the difference between functional and non-functional requirements?","<p>What is the difference between <strong>functional</strong> and <strong>non-functional</strong> requirements in the context of designing a software system?</p>
<p>Give examples for each case.</p>
","<requirements><system-requirements>","39246740","<p>Functional requirements are those which are related to the technical functionality of the system.</p>

<p>non-functional requirement is a requirement that specifies criteria that can be used to judge the operation of a system in particular conditions, rather than specific behaviors.</p>

<p>For example if you consider a shopping site, adding items to cart, browsing different items, applying offers and deals and successfully placing orders comes under functional requirements.</p>

<p>Where as performance of the system in peak hours, time taken for the system to retrieve data from DB, security of the user data, ability of the system to handle if large number of users login comes under non functional requirements.</p>
"
"16205398","C++-amp libraries and software requirements","<p>My Visual Studio version does not have GPU debugger option. is it because of the version itself or should I download some updates? The version is ""Microsoft Visual Studio Express 2012 for Windows Desktop Version 11.0.60315.01 Update 2"",""Windows 7 home premium SP1"" what about libraries, where can I get them?</p>
","<c++><visual-studio><gpgpu><c++-amp>","16205444","<blockquote>
  <p>Debugging is supported on Windows 7, Windows 8, Windows Server 2008
  R2, and Windows Server 2012. For debugging on the software emulator,
  Windows 8, or Windows Server 2012 is required. For debugging on the
  hardware, you must install the drivers for your graphics card. Not all
  hardware vendors implement all debugger features. See the vendor
  documentation for limitations.</p>
  
  <p>Independent hardware vendors who want to support GPU debugging in
  Visual Studio must create a DLL that implements the VSD3DDebug
  interface and targets their own drivers.</p>
</blockquote>

<p>Source: <a href=""http://msdn.microsoft.com/en-us/library/vstudio/hh873126.aspx"" rel=""nofollow"">http://msdn.microsoft.com/en-us/library/vstudio/hh873126.aspx</a></p>
"
"16205398","C++-amp libraries and software requirements","<p>My Visual Studio version does not have GPU debugger option. is it because of the version itself or should I download some updates? The version is ""Microsoft Visual Studio Express 2012 for Windows Desktop Version 11.0.60315.01 Update 2"",""Windows 7 home premium SP1"" what about libraries, where can I get them?</p>
","<c++><visual-studio><gpgpu><c++-amp>","18608017","<p>For windows 7 there are some additional downloads. It is not supported out of the box.</p>

<p><a href=""http://blogs.msdn.com/b/nativeconcurrency/archive/2013/01/25/c-amp-gpu-debugging-now-available-on-windows-7.aspx"" rel=""nofollow"">http://blogs.msdn.com/b/nativeconcurrency/archive/2013/01/25/c-amp-gpu-debugging-now-available-on-windows-7.aspx</a></p>

<p>This will give you debugging on the WARP software emulator on windows 7. You GPU, and more importantly the driver you have for it may or may not support debugging.</p>

<p>I believe GPU debugging is supported on Express, it was for the VS11 Preview.</p>

<p>This should get you started.</p>
"
"16188485","Requirements for a personal project","<p>Gathering requirements is an essential stage creating software or web applications. 
I have searched the web extensively without finding any directions on how to elicit requirements for personal projects. All information i found - including books i read - is focussing on different stakeholders. </p>

<p>So i´m wondering, what would be the best way to 'gather' the requirements for personal projects?</p>

<p>I can't imagine i'm the only one with this question. I have plenty of ideas for webapplications. Since i am the only stakeholder at this time - no users are identified yet, i need to develop a couple of applications for personal use - i find it hard to interview my self to elicit those requirements.</p>

<p>As English is not my native language, apologies for possible textual errors.</p>
","<requirements>","16188562","<p>The questions are supposed to be a trigger of a thought process.</p>

<p>What makes it any different in case you are the developer next to the stakeholder? Your thoughts are those of a stakeholder and you will have to try to identify your own requirements by this process.</p>

<p>Identifying your own requirements with a structured approach will help you identifying requirements that you would otherwise have encountered during development.</p>

<p>If the sole purpose is not only personal, I doubt whether it is a good idea to start developing. Then you will need to find prospects to interview. Investigate the possible markets.</p>
"
